User_si-N,72
User_sl-5,5
User_sl-4,6
User_en-nz,31
User_syl-N,3
User_Thai-2,1
User_Thai-1,3
User_cmn-4,52
User_Tibt-2,2
User_sed-3,3
User_tn-1,5
User_tn-3,3
User_eo-4,35
User_ur-3,24
User_ur-2,41
User_ur-1,48
User_ur-4,23
User_Egyp-N,1
User_mysql-1,77
User_mysql-3,130
User_mysql-2,147
User_mysql-4,92
User_ur-N,154
User_MathML-5,1
User_MathML-4,1
User_MathML-3,1
User_MathML-2,1
User_MathML-1,2
User_G-code,7
User_ace-N,2
User_es-mx-N,29
User_tvl-1,2
User_dsb-2,3
User_dsb-3,2
User_dsb-1,13
User_non-4,4
User_xs-3,1
User_non-0,3
User_non-1,39
User_non-2,13
User_non-3,5
User_abk-N,1
User_st-3,1
User_st-2,5
User_st-1,5
User_yam-N,1
User_knn-N,32
User_dsb-N,4
User_ku-4,3
User_hy-4,6
User_ku-2,4
User_hy-2,17
User_Tibt-1,4
User_pa-4,10
User_pa-3,10
User_pa-2,28
User_pa-1,33
User_En-N,1
User_kin-1,1
User_vbs-3,25
User_nhn-1,1
User_ltg-4,2
User_dz-3,1
User_dz-4,1
User_dz-5,1
User_vep-0,3
User_vep-1,2
User_vep-2,2
User_vep-3,2
User_vep-4,2
User_vep-5,1
User_pa-N,63
User_nhn-2,1
User_hil-5,2
User_zu-N,2
User_ipa-1,304
User_ipa-3,255
User_ipa-2,348
User_ipa-5,59
User_ipa-4,137
User_Cirt-2,1
User_Cirt-3,1
User_zu-1,25
User_zu-3,4
User_zu-2,5
User_en-ca,779
User_mwl-3,1
User_hyped-5,1
User_NFL-Broncos,1
User_Lana-5,1
User_Lana-2,1
User_css-1,192
User_css-2,425
User_css-3,467
User_css-4,241
User_css-5,131
User_gsw-N,140
User_lmo-4,3
User_lolspeak-3,1
User_ja-classical,3
User_dum-3,4
User_gsw-1,46
User_gsw-2,24
User_gsw-3,14
User_gsw-4,15
User_css-N,1
User_dum-4,3
User_lmo-3,5
User_lmo-2,12
User_kok-N,5
User_objc-2,33
User_objc-3,29
User_objc-1,44
User_objc-4,19
User_en-cñ,12
User_slo-2,2
User_scn-1,25
User_scn-3,11
User_scn-2,18
User_scn-4,6
User_kea-N,3
User_haskell-1,43
User_haskell-3,12
User_haskell-2,36
User_hok-N,3
User_ta-N,216
User_sjn-5,2
User_sjn-2,8
User_sjn-3,1
User_sjn-1,36
User_bcl-2,2
User_bcl-3,2
User_navi-1,6
User_szl-N,10
User_scn-N,21
User_zh-1,895
User_zh-2,494
User_zh-3,304
User_zh-4,244
User_zh-5,30
User_es-gt,1
User_bcl-1,3
User_nci-5,1
User_nci-4,1
User_nci-3,1
User_nci-2,1
User_nci-1,1
User_nci-0,1
User_verilog-3,1
User_verilog-2,3
User_verilog-1,4
User_nci-N,1
User_zh-N,1240
User_fth-2,5
User_fth-1,1
User_da-3,104
User_da-2,364
User_da-1,445
User_sn-N,2
User_da-5,10
User_da-4,31
User_latex-3,104
User_latex-2,98
User_latex-1,22
User_latex-0,4
User_latex-5,5
User_latex-4,46
User_pap-2,4
User_pap-3,2
User_pap-1,4
User_ceb-N,30
User_pap-4,1
User_pap-5,1
User_de-5,149
User_de-4,601
User_de-3,1528
User_de-2,3320
User_de-1,6044
User_de-N,3936
User_ceb-3,5
User_ceb-2,6
User_ceb-1,25
User_frr-1,3
User_ceb-4,7
User_Jpan-5,8
User_Jpan-4,8
User_Jpan-3,11
User_Jpan-2,14
User_Jpan-1,23
User_da-N,428
User_Goth-2,2
User_Goth-1,1
User_Goth-5,1
User_fi-1,187
User_fi-3,53
User_fi-2,73
User_br-2,11
User_fi-4,39
User_br-1,24
User_jbo-2,12
User_jbo-3,8
User_jbo-1,41
User_jbo-4,1
User_jbo-5,1
User_hsb-2,3
User_hsb-3,4
User_hsb-1,16
User_bcl-N,6
User_Mlym-N,1
User_cmn-N,81
User_eo-N,7
User_eo-2,252
User_eo-3,124
User_eo-1,572
User_cmn-3,49
User_cmn-2,76
User_cmn-1,108
User_eo-5,6
User_Mlym-1,1
User_asm-1,225
User_asm-2,218
User_asm-3,120
User_asm-4,83
User_Mlym-4,1
User_bcl-4,2
User_bcl-5,2
User_jbo-N,3
User_br-N,6
User_Syrc-3,1
User_Syrc-2,2
User_Syrc-4,1
User_fi-N,603
User_CalE-0,1
User_Arab-1,47
User_gl-1,97
User_gl-N,67
User_Arab-N,5
User_gv-1,12
User_gv-3,3
User_gv-2,6
User_gv-5,1
User_gv-4,5
User_html-5,208
User_html-4,641
User_html-3,781
User_html-2,656
User_html-1,258
User_Dupl-5,1
User_ddo-4,2
User_gv-N,4
User_Arab-4,9
User_Arab-5,49
User_gl-4,19
User_gl-3,26
User_gl-2,50
User_Arab-2,30
User_Arab-3,14
